model,model_family,num_keys,num_updates,pool_seed,pool_size,idx,value,provenance_tier,source_file
gemma-3-4b-it,Gemma-3,5,10,1234,50,8,blend,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,9,bolt,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,10,bounce,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,11,bow,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,12,butter,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,13,cane,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,14,class,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,15,crash,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,16,cruise,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,17,design,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,18,dish,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,19,energy,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,20,firm,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,21,grade,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,22,grand,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,23,group,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,24,home,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,25,liquid,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,26,mail,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,27,malt,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,28,mate,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,29,meal,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,30,mental,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,31,minor,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,32,ore,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,33,paste,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,34,pet,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,35,poor,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,36,quote,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,37,real,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,38,reef,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,39,rock,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,40,rouge,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,41,shock,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,42,soil,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,43,speak,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,44,stake,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,45,stub,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,46,unit,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,47,urban,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,48,viewer,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
gemma-3-4b-it,Gemma-3,5,10,1234,50,49,watch,raw,lora_intervention/experiments/linear_probing/results_probe50/gemma-3-4b-it_5k_10u/manifest.json
