theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,5,10,FVQ,semantic,first,0.9097,,0.8612,0.9583,0.0486,144,131,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,14,0.0156,,0.0,0.0639,0.0483,64,1,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=0; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,16,0.0159,,0.0,0.0649,0.049,63,1,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,17,0.0345,,0.0,0.081,0.0465,87,3,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=1; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,IVQ,ordinal,19,0.1735,,0.1202,0.2267,0.0532,196,34,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=4; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,CVQ,ordinal,20,0.7282,,0.6661,0.7904,0.0621,195,142,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=5; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,20,CVQ,semantic,last,0.6173,,0.5499,0.6848,0.0675,196,121,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=4; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,FVQ,semantic,first,0.8581,,0.8024,0.9137,0.0556,155,133,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=45; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,FVQ,ordinal,1,0.6446,,0.5724,0.7167,0.0721,166,107,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=34; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,2,0.3185,,0.2462,0.3907,0.0723,157,50,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=43; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,3,0.2515,,0.186,0.317,0.0655,167,42,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=33; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,4,0.131,,0.0792,0.1827,0.0518,168,22,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=32; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,5,0.1019,,0.0533,0.1505,0.0486,157,16,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=27; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,6,0.0274,,0.0,0.0766,0.0492,73,2,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=15; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,7,0.0521,,0.0023,0.1019,0.0498,96,5,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=16; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,8,0.0152,,0.0,0.0621,0.0469,66,1,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=14; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,14,0.0152,,0.0,0.0621,0.0469,66,1,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=14; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,20,0.0,,0.0,0.0487,0.0487,51,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=13; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,26,0.0,,0.0,0.0478,0.0478,52,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=12; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,31,0.0,,0.0,0.0487,0.0487,51,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=13; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,37,0.0,,0.0,0.0487,0.0487,51,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=13; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,43,0.0,,0.0,0.047,0.047,53,0,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=True; n_malformed=11; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,IVQ,ordinal,49,0.2529,,0.1886,0.3172,0.0643,174,44,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=26; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,CVQ,ordinal,50,0.483,,0.4099,0.556,0.073,176,85,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=24; seed_version=museum_cot_v1; cache=True
08_museum_naturalistic,claude-4.5-opus,Claude-4.5,True,nocot,museum_m0,narrative_m0,10,50,CVQ,semantic,last,0.5466,,0.4706,0.6226,0.076,161,88,,,,,,raw,experiments_cloud/results/museum_cot/claude-opus-4-5-20251101__nocot/checkpoint.json,model_id=claude-opus-4-5-20251101; converged=False; n_malformed=39; seed_version=museum_cot_v1; cache=True
