theme,model,model_family,is_proprietary,variant,dataset,prompt_format,num_keys,num_updates,condition,query_type,position,accuracy,gap,ci_lower,ci_upper,wilson_hw,n_trials,n_correct,n_offstream,accuracy_onstream,error_types_json,regime,split,provenance_tier,source_file,notes
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,7,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,8,0.0156,,0.0,0.0639,0.0483,64,1,0,0.0156,"{""correct"": 1, ""in_sequence"": 63}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,10,0.0156,,0.0,0.0639,0.0483,64,1,0,0.0156,"{""correct"": 1, ""in_sequence"": 62, ""out_of_context"": 1}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,11,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,13,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,14,0.0156,,0.0,0.0639,0.0483,64,1,0,0.0156,"{""correct"": 1, ""in_sequence"": 63}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,16,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,17,0.0278,,0.0,0.0776,0.0498,72,2,0,0.0278,"{""correct"": 2, ""in_sequence"": 70}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,IVQ,ordinal,19,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,CVQ,ordinal,20,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,20,CVQ,semantic,last,0.64,,0.574,0.706,0.066,200,128,0,0.64,"{""correct"": 128, ""in_sequence"": 2, ""out_of_context"": 70}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,FVQ,ordinal,1,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,2,1.0,,0.9553,1.0,0.0447,56,56,0,1.0,"{""correct"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,3,0.645,,0.5792,0.7108,0.0658,200,129,0,0.645,"{""correct"": 129, ""in_sequence"": 71}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,4,0.265,,0.2041,0.3259,0.0609,200,53,0,0.265,"{""correct"": 53, ""in_sequence"": 147}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,5,0.0156,,0.0,0.0639,0.0483,64,1,0,0.0156,"{""correct"": 1, ""in_sequence"": 63}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,6,0.0156,,0.0,0.0639,0.0483,64,1,0,0.0156,"{""correct"": 1, ""in_sequence"": 63}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,7,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,8,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,14,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,20,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,26,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,31,0.0,,0.0,0.0447,0.0447,56,0,1,0.0,"{""garbage"": 1, ""in_sequence"": 55}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,37,0.0,,0.0,0.0447,0.0447,56,0,1,0.0,"{""garbage"": 1, ""in_sequence"": 55}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,43,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,IVQ,ordinal,49,0.0,,0.0,0.0447,0.0447,56,0,0,0.0,"{""in_sequence"": 56}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,CVQ,ordinal,50,0.0156,,0.0,0.0639,0.0483,64,1,1,0.0159,"{""correct"": 1, ""garbage"": 1, ""in_sequence"": 62}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=True; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
07_cot_ivq,claude-4.5-haiku,Claude-4.5,True,nocot,semantic_multi,flat_nolabel,10,50,CVQ,semantic,last,0.57,,0.502,0.638,0.068,200,114,0,0.57,"{""correct"": 114, ""in_sequence"": 1, ""out_of_context"": 85}",,,raw,experiments_cloud/results/cot_ivq/claude-haiku-4-5-20251001__nocot/checkpoint.json,model_id=claude-haiku-4-5-20251001; converged=False; n_malformed=0; seed_version=cot_ivq_v1; sdk=1.4.0
