arm,model,variant,num_keys,num_updates,condition,query_type,behavioral_accuracy,n_trials,n_correct,n_wrong,H_out_all,H_out_correct,H_out_wrong,confusion_gap,provenance_tier,source_file,notes
scratch,gpt2-small,scratch_cosine,10,6,CVQ,ordinal,0.9133333333333333,150,137,13,0.07679998133775857,0.0637656701496455,0.21416156847402712,0.1503958983243816,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=13 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,6,IVQ_d25,ordinal,0.98,150,147,3,0.013514808884348513,0.009105380121476218,0.2295768182650908,0.22047143814361458,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=3 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,6,IVQ_d50,ordinal,0.9533333333333334,150,143,7,0.03789182037469379,0.02977629375641799,0.20368043557661383,0.17390414182019584,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=7 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,6,IVQ_d75,ordinal,0.94,150,141,9,0.05941930873882665,0.04656599201134477,0.2607879374693755,0.21422194545803075,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=9 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,8,FVQ,ordinal,1.0,150,150,0,0.007035818180869858,0.007035818180869858,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,8,CVQ,ordinal,0.7066666666666667,150,106,44,0.2041488317392573,0.18226725149585446,0.25686354778018244,0.07459629628432798,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,8,IVQ_d25,ordinal,0.9666666666666667,150,145,5,0.02240155448879556,0.01882843970144016,0.12602188332210265,0.10719344362066249,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=5 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,8,IVQ_d50,ordinal,0.8866666666666667,150,133,17,0.12046537746842732,0.0997525669153876,0.28251266003044373,0.18276009311505614,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=17 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,10,8,IVQ_d75,ordinal,0.6066666666666667,150,91,59,0.20341010892770803,0.18006466131491178,0.2394174942288007,0.05935283291388893,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,10,FVQ,ordinal,0.22666666666666666,150,34,116,0.49410876900349054,0.48604332474459716,0.4964727785276492,0.010429453783052045,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,10,CVQ,ordinal,0.24666666666666667,150,37,113,0.5325104207471321,0.529854244765238,0.5333801420863361,0.0035258973210980926,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,10,IVQ_d25,ordinal,0.2,150,30,120,0.5313847169996758,0.5309999290135491,0.5314809139962077,0.00048098498265858325,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,10,IVQ_d50,ordinal,0.16,150,24,126,0.5603059217406535,0.5573451552780513,0.5608698772573394,0.0035247219792881035,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,10,IVQ_d75,ordinal,0.15333333333333332,150,23,127,0.558742648349731,0.5575999423367209,0.5589495951079924,0.0013496527712714146,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,12,FVQ,ordinal,0.2733333333333333,150,41,109,0.5138650413166289,0.5121305119408409,0.5145174789717418,0.0023869670309009106,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,12,CVQ,ordinal,0.23333333333333334,150,35,115,0.5337125851420729,0.530382087474683,0.5347262148669304,0.004344127392247432,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,12,IVQ_d25,ordinal,0.14,150,21,129,0.5514024908718764,0.5483925512841208,0.5518924810373249,0.003499929753204123,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,12,IVQ_d50,ordinal,0.12666666666666668,150,19,131,0.5643762655415209,0.5644919587228451,0.5643594856144584,-0.00013247310838671034,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,10,12,IVQ_d75,ordinal,0.16666666666666666,150,25,125,0.5604836864801146,0.5586292562473859,0.5608545725266604,0.0022253162792744696,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,4,FVQ,ordinal,1.0,150,150,0,0.008179648518521937,0.008179648518521937,,,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,4,CVQ,ordinal,0.9133333333333333,150,137,13,0.0447884170603373,0.028470090842653673,0.21675847027746484,0.18828837943481117,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=13 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,12,4,IVQ_d25,ordinal,0.98,150,147,3,0.02655222384645176,0.02242432729521886,0.2288191548568638,0.20639482756164493,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=3 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,12,4,IVQ_d50,ordinal,0.98,150,147,3,0.021158988243340594,0.01750506888290565,0.20020103690465238,0.18269596802174673,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=3 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,12,4,IVQ_d75,ordinal,0.9466666666666667,150,142,8,0.03696378012888538,0.028903453314611575,0.1800345810822457,0.15113112776763413,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=8 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,12,6,FVQ,ordinal,0.9933333333333333,150,149,1,0.008641835042184787,0.007467989117670566,0.18354487779480289,0.1760768886771323,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=1 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,12,6,CVQ,ordinal,0.8133333333333334,150,122,28,0.13191181610687527,0.10993441934667832,0.22767047341916208,0.11773605407248376,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,6,IVQ_d25,ordinal,0.9733333333333334,150,146,4,0.023021650259026073,0.018729007713157334,0.17970310318323457,0.16097409547007724,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=4 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,12,6,IVQ_d50,ordinal,0.8466666666666667,150,127,23,0.07328499297175539,0.03773427080707407,0.26958680666369134,0.23185253585661728,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,6,IVQ_d75,ordinal,0.8,150,120,30,0.13154773813745718,0.08906005626325664,0.3014984656342595,0.2124384093710029,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,8,FVQ,ordinal,0.9866666666666667,150,148,2,0.016826018423192254,0.012929068799381289,0.3052002905852039,0.29227122178582265,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=2 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,12,8,CVQ,ordinal,0.6133333333333333,150,92,58,0.23012432851344294,0.1983214876298485,0.28057021405293764,0.08224872642308914,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,8,IVQ_d25,ordinal,0.9133333333333333,150,137,13,0.0555228126757725,0.0438533883181038,0.1785005924450506,0.1346472041269468,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,"chance 0.10; n_wrong=13 -- gap is noisy, do not quote this cell alone"
scratch,gpt2-small,scratch_cosine,12,8,IVQ_d50,ordinal,0.78,150,117,33,0.1767239226801078,0.12484853625916754,0.36064574726344084,0.2357972110042733,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,8,IVQ_d75,ordinal,0.5933333333333334,150,89,61,0.2989588349011006,0.2636057809864605,0.3505395201208213,0.08693373913436081,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,10,FVQ,ordinal,0.20666666666666667,150,31,119,0.5114158861886525,0.5084798293395673,0.5121807413342127,0.003700911994645395,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,10,CVQ,ordinal,0.2,150,30,120,0.5505953364358466,0.5497630400135666,0.5508034105414166,0.0010403705278499986,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,10,IVQ_d25,ordinal,0.14,150,21,129,0.5412048275128684,0.5412783378551383,0.5411928607129637,-8.54771421746614e-05,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,10,IVQ_d50,ordinal,0.2,150,30,120,0.5642788515881229,0.5627756515904444,0.5646546515875422,0.001878999997097841,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,10,IVQ_d75,ordinal,0.2,150,30,120,0.5607547195457137,0.5602211528599702,0.5608881112171497,0.000666958357179448,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,12,FVQ,ordinal,0.22,150,33,117,0.517165086338656,0.5118558340230789,0.5186625677609983,0.0068067337379194015,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,12,CVQ,ordinal,0.12,150,18,132,0.5416588711231107,0.5485712085591995,0.5407162796545528,-0.007854928904646674,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,12,IVQ_d25,ordinal,0.16666666666666666,150,25,125,0.5516142436910563,0.5476673073913992,0.5524036309509875,0.004736323559588307,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,12,IVQ_d50,ordinal,0.2,150,30,120,0.5666665821030485,0.5678359101386082,0.5663742500941582,-0.0014616600444500305,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
scratch,gpt2-small,scratch_cosine,12,12,IVQ_d75,ordinal,0.16,150,24,126,0.5652787566705215,0.5626634912507772,0.5657769024647588,0.003113411213981565,raw,lora_intervention/experiments/entropy_lens/results/entropy_scratch.json,chance 0.10
